Democracy and education in contemporary local-global contexts;This special issue takes up the call of the 2017 Re-imagining Education for Democracy Summit to seek new ways to resist growing educational inequality and reframe educational policy and practice to better meet the diverse needs of communities. In a time of enormous challenges and complexity, where thick democracy is reduced to thin choice in markets, collective action and resistance is reconstituted as individual competition and civic virtue is measured by likes or clicks on social media, it becomes vital that educators and researchers find ways to speak back and resist the de-democratization of education across the world. In this issue, contributing papers provide a range of local and global perspectives on the problem of democracy in education, across multiple contexts, including schools, universities, and informal and non-traditional learning sites. Added to this are a range of international empirical research evidence from Australia, Brazil, Taiwan, Thailand, UK, and US, providing rich comparisons between systems, nation-states, and diverse communities. Each paper considers the question of how we might address the issue of democracy and education, applying a range of methodological, conceptual, and empirical tools to specific local-global education concerns. Taken together, they provide international and comparative perspectives on the different ways education might be re-imagined for democracy.
Paradoxes of the higher education modernization: Results of the 20-year monitoring in the Sverdlovsk Region;"The article considers modernization of the Russian higher education based on the data of the regional monitoring (1995-2016). The methodology of the research consists of the multidimensional approach (combination of systemic, institutional, resource and other approaches) and interpretations of modernization of the higher education as an integral part of modernization of the social-economic system of Russia. Modernization of the higher education is defined as a continuous process of transformational changes focused on improving the quality and competitiveness of all subsystems of the higher education. The article aims at explaining how modernization affects the resource potential of students, at showing to what extent students see its results and can use the opportunities provided by it. The authors focus on the question whether modernization is implemented for students, with or without students: how the quality of education changes due to modernization, how it affects the students' satisfaction with the quality of education and professional training. The article reveals the paradoxes of modernization in terms of achieving its main goal - training of highly qualified professionals satisfying the needs of the economy in personnel; and points to the strengthening of material, technical and financial educational inequality of Russian regions and sectors of economy. The quality of the higher education is considered a way of social self-regulation. Its indicators include students' satisfaction with different aspects of education important for the development of professional knowledge. The article presents the students' estimates of the accessibility of the higher education in the Sverdlovsk Region by such basic indicators of modernization as academic mobility, informatization, relationship of education, science and production. Based on the results of the monitoring the authors prove the low impact of modernization changes on the students' satisfaction with the quality of education and professional training."
Substitutability in Human Capital Formation and Education Inequality;This paper shows that substitutability in human capital formation could influence inequality in education. By incorporating a model of self-selection in education where individuals are heterogeneous in initial wealth and innate ability, we show that any increase in the substitutability of innate ability for initial wealth reduces educational inequality.
ECONOMIC AND EDUCATIONAL INEQUALITY IN THE UNIVERSITY: SKETCH AND QUALITATIVE APPROACH FROM THE SOCIAL REPRESENTATIONS OF MAINTENANCE GRANTEES;This research is approaching the Social Representations (RS) of scholarship students on the problem of educational and economic inequality in the university context from a constructionist approach, that is, from the meanings given according to the experience and role they play, their beliefs and culture manifested in their particular and own forms of expression. To this end, a review is made of the lines and fields of study carried out in response to this social problem considered one of the most serious and persistent in Mexico, as well as the various mitigation proposals to the same from the action of public policies Subsequently, the pertinence and use of the aforementioned methodological theoretical approach in the educational field, the Higher level school space and in an institute of the Autonomous University of the State of Hidalgo (AUSH) is explained. With the above, finally the findings obtained through a mixed study are reported with a survey of 123 undergraduate students, beneficiaries of the maintenance grant and who are part of a new way of understanding the factors that are directly related to the unequal types objects of this study.
SPECIAL EDUCATION FOR CHILDREN WITH LIMITED HEALTH ABILITIES: FACTORS OF REGIONS INEQUALITY;The article reviewed trends in the special education in Russia under the conditions of decentralization. It shows the level of regional inequalities in the share of children with special educational needs to the total number of schoolchildren, their distribution by forms of education, comprising the data with developed countries. On the basis of the analysis of foreign studies it identifies the inequality factors characterizing population and territories that feature growing number of children with special educational needs, clue to unsuitable conditions of education. It specifies socio-economic and demographic (including territorial) factors specific for Russia, that are related to high share of children with special educational needs in the number of schoolchildren, selecting a group of regions with low living standards and low population density. Most significant factors are population density and settlement type, that predetermine worse conditions for finding out children with special educational needs. Selected groups of regions are specified featuring significantly high proportion of children with special educational needs, share of children with development delay, share of children with special educational needs in general classes, in special classes or in special schools. The information base of the research in the Russian Federation subjects was the federal statistics data provided by Rosstat and the RF Ministry of Education and Science for the period 2011 to 2015.
Does sibling and twin similarity in cognitive ability differ by parents' education?;Stratification scholars predominantly investigate how differences among children from different families emerge and tend to neglect differences among children from the same family. I study sibling similarity in cognitive ability and examine whether their similarity varies by parents' education. Although economic approaches and their extensions argue that disadvantaged parents reinforce differences while advantaged parents compensate for differences, I argue that parents may also make equal investments and thus accept differences among their children. I refer to the literature on stratified parenting that demonstrates that parents are engaged differently in child-rearing and their children's skill formation processes. Because advantaged parents foster children's talents more individually compared with disadvantaged parents, I propose that sibling similarity is lower in advantaged than in disadvantaged families. Previous studies based on sibling correlations provide conflicting evidence. To account for observable and unobservable differences among siblings, I extend the established sibling correlation approach and study dizygotic and monozygotic twins in addition to siblings. The analyses draw on novel data from a population register-based study of twin families. I find that young adult siblings and twins are less alike in cognitive ability in highly educated families than in less educated families. Hence, my results support the hypothesis concerning equal investments and indicate that stratified parenting has a long-lasting influence on children's cognitive ability.
Critical educational system development research: A normative-analytical research approach to school-based inequality research;It is a main subject of educational monitoring and inequality research to explore social inequalities. But despite of elaborated research methods it should be noted that these studies are usually not informed by normative reflections. So this article argues for a further development from educational system development research to an integrated theory of inequality research and justice-based school theory: critical educational system development research. Theory-based valuation standards may be used to discuss results of educational inequality research as well as to develop criteria of empirical observation by ethical principles. We will illustrate the critical potential of this programme by the example of the national report on education (Education in Germany).
Culture, Education and Mapuche mythology in Argentina (Northern Patagonia). Sociology of acculturation;In these pages we propose to visualize the situation of the culture of the Mapuche people in Argentina in terms of ethnic -cultural and educational inequality in relation to the Mapuche people and culture (Mapuche or Mapuce: people of the earth). This culture is in the context of a more globalized world (culturally standardized) and impacted by (transnational) crosscultural elements. This study is led by a socio-historical perspective, moving beyond the colonizing effects and the acculturation of a culture ignored and treated as a subaltern in the post -colonial era, now target of a process of clarification. Socio-historical circumstances that favor the state of discrimination and social and cultural exclusion, of poverty, of judicialization of indigenous conflicts and of postmodern invisibilization that provoke the existence of a Mapuche culture, worldview and mythology that is hardly recognized by and almost unknown to a large part of the population, even the Mapuche people themselves. Northern Patagonia (Neuquen, Rio Negro and Chubut), currently Argentina, is called Puel Mapu (Eastern land). It is considered that the Mapuche territory is located in Argentina and Chile. Though both countries are separated by the mountain range of the Andes, the territory is referred to, by the Mapuche himself, as one whole: Waj or Wall Mapu (universe or cosmos: Mapuche territory). In mythological and religious terms, the validity of the nguillatim (rogativa) is understood as a religious ceremony, which is still celebrated especially in the month of March, and which means the affection to the land and livestock.
An investigation of social class inequalities in general cognitive ability in two British birth cohorts;The 'Flynn effect' describes the substantial and long-standing increase in average cognitive ability test scores, which has been observed in numerous psychological studies. Flynn makes an appeal for researchers to move beyond psychology's standard disciplinary boundaries and to consider sociological contexts, in order to develop a more comprehensive understanding of cognitive inequalities. In this article we respond to this appeal and investigate social class inequalities in general cognitive ability test scores over time. We analyse data from the National Child Development Study (1958) and the British Cohort Study (1970). These two British birth cohorts are suitable nationally representative large-scale data resources for studying inequalities in general cognitive ability. We observe a large parental social class effect, net of parental education and gender in both cohorts. The overall finding is that large social class divisions in cognitive ability can be observed when children are still at primary school, and similar patterns are observed in each cohort. Notably, pupils with fathers at the lower end of the class structure are at a distinct disadvantage. This is a disturbing finding and it is especially important because cognitive ability is known to influence individuals later in the lifecourse.
Science or liberal arts? Cultural capital and college major choice in China;Previous studies on major East Asian societies such as Japan and Korea generally fail to find a strong effect of cultural capital in educational inequality, partly due to the characteristic extreme focus on standardized test and curriculum. This study shifts attention to the horizontal stratification of education by investigating the association between family background, cultural capital, and college major choice in contemporary China. Based on analysis of data from the Beijing College Students Panel Survey (BCSPS), we found that, on average, cultural capital significantly mediates the relationship between family background and college major preference. Those with greater endowment of cultural capital are more likely to come from socio-economically advantaged families, and, at the same time, demonstrate a stronger propensity to major in liberal arts fields rather than science, technology, engineering and mathematics (STEM) fields. Further analyses reveal that the association between cultural capital and academic field choice comes into being by way of performance in the Chinese test in the national college entrance examination and of the non-cognitive dispositions, such as self-efficacy and self-esteem. Our findings better our understanding of formation of the horizontal stratification of higher education.
School tracking and social selection in northern Italy;The links between tracked secondary schooling and social selection form part of a complex narrative regarding educational inequality in European schools. The relative contribution of family and school to unequal educational outcomes has dominated educational debates across the continent for more than 50 years. This article contributes to this debate by focusing on a sample of students in the final year of schooling in three schools in northern Italy. It asks whether there are social differences in enrolments and aspirations across the three different types of schools. It also considers whether aspirations can be linked to differences in levels of family support or to school-related factors. To examine these links, we consider four main ways of conceptualising aspirations and propose an approach that draws on theories explaining preference formation and choice.
Teacher 'quality' and attainment grouping: The role of within-school teacher deployment in social and educational inequality;Prior research suggests that where pupils are 'tracked', better qualified, more experienced teachers tend to be deployed to higher attainment groups, at the expense of pupils in lower tracks. This is especially pertinent from a social justice perspective, given consistent findings in the UK that pupils from socially-disadvantaged backgrounds are over-represented in low attainment groups. This article draws on data from 380 teachers, drawn from 126 secondary schools in England, and interviews with 118 Year 7 students, to examine whether these findings from prior research in the US and elsewhere extend to the case of England in the present day. Findings show some evidence of these inequitable tendencies: those teachers highly qualified in their taught subject were less likely to be allocated to low sets. We also examine whether an intervention designed to encourage more equitable distribution had any impact on practice, and find tentative evidence that deployment in intervention schools had been impacted in relation to teacher subject qualifications. Pupils believed that teachers of higher sets had higher expectations and standards of behaviour, whereas those for low sets were seen to be unhelpfully indulgent, indicating a need for research attention to pedagogy and tracking. Findings are analysed from a social justice perspective, with interest in the consequences of inequitable distribution of teachers for the reproduction of social inequality. (C) 2018 Elsevier Ltd. All rights reserved.
Beyond the global city: a comparative analysis of cosmopolitanism in middle-class educational strategies in Australia and Brazil;The global middle class (GMC) is a theoretical construct that seeks to globalise a set of attributes identified in studies of school choice in the global north, and to a lesser extent in developing nations in Asia. As theorised by Ball a mobile middle class with cosmopolitan sensibilities drives international education options in global cities. This proposition is challenged through analysis of the histories of curriculum and class relations in two national settings (Australia and Brazil) and examination of contemporary class profiles (i.e. economic and cultural properties) in expanding forms of international education in these countries. The paper argues that the forms of cosmopolitanism associated with the educational practices of the GMC must be examined within broader historical relationships of cultural domination. We conclude by arguing that broadening the historical horizon is an important exercise to challenge the claim of the GMC to be a novel category involving exceptional forms of cultural contact generated by the dynamics of the 'global city'.
Cultural Capital and Educational Inequality: A Counterfactual Analysis;We use National Longitudinal Survey of Youth 1979 (NLSY79) data and a counterfactual approach to test the macro-level implications of cultural reproduction and cultural mobility theory. Our counterfactual analyses show that the observed socioeconomic gradient in children's educational attainment in the NLSY79 data would be smaller if cultural capital was more equally distributed between children whose parents are of low socioeconomic status (SES) and those whose parents are of high SES. They also show that hypothetically increasing cultural capital among low-SES parents would lead to a larger reduction in the socioeconomic gradient in educational attainment than reducing it among high-SES parents. These findings are consistent with cultural mobility theory (which argues that low-SES children have a higher return to cultural capital than high-SES children) but not with cultural reproduction theory (which argues that low-SES children have a lower return to cultural capital). Our analysis contributes to existing research by demonstrating that the unequal distribution of cultural capital shapes educational inequality at the macro level.
The foreign language profile at school as a category of social segregation - Historical development and present relevance of the foreign language profile at school as a dimension of horizontal educational inequality;Even though the knowledge of modern foreign languages is today indispensable for making acareer, Latin remains popular in German schools. Contrary to its image as auseless relict, the chances of Latin-graduates on the job market are beyond average. How can that be explained? Based on data from the Socio-Economic Panel (SOEP), I show that there is apositive correlation between belonging to the educated middle-class and knowledge in Latin. Hence, both the general popularity and the positive impact on the labor market is produced, I argue, by the historically established symbolic meaning of Latin as amarker of cultural distinction. In order to illustrate this argument, the historical developments in higher secondary education in Germany regarding the choice of foreign languages are analyzed and interpreted by means of Bourdieu's field theory. The dominance of modern foreign languages, as prevalent in today's labor market-oriented schooling system, proves to be aproduct of the success of heretical forces in the field that pushed back the orthodox humanist educational ideal. In the course of the inflation of the Abitur through the educational expansion of the past decades, the distinctiveness of the Abitur has shifted to the humanistic Abitur in particular. As aresult, the choice of foreign languages at school is to be regarded as amechanism of social closure.
EDUCATIONAL INEQUALITY FROM THE PERSPECTIVE OF CHILDREN AND ADOLESCENTS OF CASTILLA Y LEON;"Education is one of the most damaged scenarios during periods of economic crisis. The lack of access to basic educational services on equal opportunities, due to family economic difficulties and readjustments in public spending, continues to cause segregation (Bonal and Verger, 2013). This research examines the perception of children and adolescents of primary and secondary school in Castilla y Leon about educational inequality, implementing a qualitative methodology. Eight discussion groups were held with students from the region. Research results show that children and adolescents perceive that family economic problems make it difficult to purchase books, other school material and access to educational resources; participate in activities organized inside and outside school hours that entail an economic cost and access to reinforcement classes; and that this affects their psychosocial well-being (generates negative Feelings and they are rejected by their peers) and, with this, in their school performance. In conclusion, it is evident that low family income accentuates the loss of rights in access to educational resources with equal opportunities, in addition to impacting the psychosocial well-being of these children and adolescents."
Inequality and Ethnic Conflict in Sub-Saharan Africa;Theories of ethnic conflict predict that between-group inequality should be associated with a greater likelihood of violent conflict, but empirical results have been mixed. One reason might be that different types of inequalities have opposing effects on the likelihood of conflict. In this article, we posit that educational inequalities are likely to incentivize collective action by inducing grievances, while economic and demographic inequalities may actually dis-incentivize collective action by limiting opportunities for disadvantaged groups to engage in rebellion. We test these hypotheses on a new ethnic dyad database, incorporating 1,548 dyads formed by 290 ethnic groups living in 29 Sub-Saharan African countries. The analysis reveals that educational inequalities are indeed positively associated with conflict incidence, while this is not the case for economic and demographic inequalities. The association between educational inequality and conflict is stronger if the groups are wealthier. A higher joint educational level of the groups is associated with less conflict, particularly under more autocratic regimes. These findings demonstrate that to better understand the relationship between inequality and conflict, it is important to disaggregate the effects of inequalities according to the underlying mechanisms and the political context with which they are associated.
Measuring Inequality of Opportunity in Access to Quality Basic Education: A Case Study in Florida, US;Providing all children equal access to essential services, such as primary education, has been set as a priority in the Sustainable Development Goals (SDG)' agenda during the last two decades. Yet the Global Education Monitoring report in 2016 reveals that wide disparities between the rich and the poor persist in access to education of high quality. This study uses the Human Opportunity Index (HOI) to examine the equality of opportunity in access to basic education of high quality. By using enrollment and admission data from a case study in a large school district in the US in 2015/2016, this research evaluates the capacity of the HOI, in order to reveal disparities in access to school opportunities and examines how much of this inequality is explained by families' pre-determined circumstances. The way of analyzing equality is by disaggregating applications' data into circumstance groups, according to gender, geography, race/ethnicity, and other criteria. To capture the contribution of each circumstance to inequality of opportunity, the Shapley decomposition method is used. Findings show that the HOI is capable of systematically monitoring and examining existing admission policies and identifying inequality problems. Furthermore, the analysis of the contribution of each circumstance group can reveal admission criteria that have the potential to harm the educational opportunities for children. This assessment should provide valuable insights into the capability of the indicators to reveal where policy intervention is necessary and supply points of view on how policy can be improved.
The Effect of Classroom Composition and Size on Learning Outcomes for Italian and Immigrant Students in High School;"Students cannot change the composition and the size of the classroom they attend, and the effect of these variables on achievement is a source of educational inequality. In this study, based on a representative sample of Italian high school students (N = 26,799), a multilevel analysis was performed to: (i) estimate the overall impact of the structural characteristics of the class on achievements; (ii) identify which of the analysed characteristics were more relevant. The results show that the structure of the classroom has a significant impact on academic performance, and they identify group's initial learning level and gender composition as the most important factors. The overall socio-economic level of the class and the percentage of immigrant students proved to have a lower impact, which varied according to different geographical areas, and the group size does not seem to be relevant. In conclusion, if the outcome of interest is academic performance, results suggest that the classroom size and the number of immigrant students attending the class has little or no relevance in high school, while the group's initial achievement, the gender composition and, to a lesser extent, the socio-economic composition of the group should be taken into consideration. Given the complexity of the objectives of the educational system in Italy, which are by no means limited to the improvement of academic results, future studies will have to examine the effects of the structure of the classroom also on non-cognitive outcomes that are closely related to students' personal and social development."
Childhood Inequality in China: Evidence from Recent Survey Data (2012-2014);In recent decades, China has transformed from a relatively egalitarian society to a highly unequal one. What are the implications of high levels of inequality for the lives of children? Drawing on two nationally representative datasets, the China Family Panel Studies and the China Education Panel Survey, we develop a comprehensive portrait of childhood inequality in post-reform China. Analyses reveal stark disparities between children from different socio-economic backgrounds in family environments and in welfare outcomes, including physical health, psychosocial health and educational performance. We argue that childhood inequality in China is driven not only by the deprivations of poverty but also by the advantages of affluence, as high socio-economic status children diverge from their middle and low socio-economic status counterparts on various family environment and child welfare measures.
Educational Inequality, Educational Expansion, and Intergenerational Income Persistence in the United States;The children of high-income parents often become high-income adults, while their low-income peers often become low-income adults. Education plays a central role in this intergenerational income persistence. Because education-based inequalities grew in recent decades, many scholars predicted that intergenerational income persistence would increase. However, previous research suggests that it remained stable across recent cohorts. We address this puzzle. Analyzing National Longitudinal Surveys of Youth data, we find that growing educational inequality by parental income, along with rising economic returns to education, increased intergenerational persistence, as scholars expected. However, two countervailing trends offset this increase. The expansion of higher education reduced persistence, because completing college helps low-income children become high-income adults. Yet, this reduction in persistence was far from enough to offset the increase in persistence associated with growing educational inequality and rising educational returns. Intergenerational persistence would have increased if not for another change: within educational groups, parental income became less predictive of adult income. New methodological tools underlie these findings, tools that quantify, for the first time, education's full force in intergenerational income persistence. These findings suggest that to reduce intergenerational persistence, educational policies should focus less on how many people complete college and more on who completes college.
Performing the Nation, Performing the Market: Hybrid Practices and Negotiated Meanings of Chinese Rural Teachers;Drawing from ethnographic fieldwork in two ethnic villages in Southwest China, this article examines rural teachers' performative engagement with education reform, audit culture, and neoliberal market mandates in their daily practices. Teachers are at once pedagogical agents, street-level bureaucrats, and tourism entrepreneurs who both perform to and resist the dominant state and market ideologies. Teachers' creative tactics and hybrid subjectivities challenge the resistance-compliance dichotomy and illuminate the persistent educational inequality in China's rural ethnic margins.
Is post-secondary education a safe port and for whom? Evidence from Canadian data;Previous studies document that adverse labor market conditions, proxied by the unemployment rate, stimulate post-secondary enrollment. This paper shows for the first time that unemployment not only affects enrollment but also changes the composition of the student body and students' educational path, with important consequences for intergenerational mobility. Results show that unemployment stimulates university enrollment especially among individuals with highly educated parents. This has consequences for educational inequality. Students are also more likely to choose university over community college when unemployment rises. Thus, labor market conditions affect the type of education and skills that students acquire. Further, unemployment is shown to affect the decision of workers to return to school and complete their unfinished studies or acquire additional training.
Unintended effects of the language policy on the transition of immigrant students to upper secondary education in Catalonia;This article analyses the effects of the language policy in Catalonia on the transition of immigrant students to upper secondary education in Barcelona by focusing on the language learning experiences and academic trajectories of two case-studies of Pakistani students whose communicative resources remain invisible despite the official celebration of linguistic diversity and which are not properly fostered to ensure their successful incorporation into post-compulsory education, despite their initial success and high aspirations. Although indicators of educational inequality show how young people born outside the EU experience an alarming disadvantage in comparison to their Spanish-born peers, little attention has been paid to factors related to the complex bilingual context of Catalonia. This article aims to shed light on the factors involved in the early school leaving of students from immigrant backgrounds, especially critical in the periods of transition, and the role played by the language policies, beliefs and ideology that they are exposed to.
Implementing computer-mediated intercultural communication in English education: A critical reflection on its pedagogical challenges;Lay Description Integrating computer-mediated intercultural communication (CMIC) activities into language curricula has been discussed as an innovative approach. Despite the increasing number of successful examples reporting positive outcomes of adopting CMIC activities in language-learning environments, it has also been noted that there are significant pedagogical challenges observed when CMIC activities are introduced into classrooms. However, previous studies tend only to briefly mention some of those challenges and to list general solutions to them, rather than deeply engaging with the issues and their educational and social consequences upon students' learning practices. Thus, this qualitative case study documents diverse pedagogical challenges faced by Korean students and teacher in their English-as-a-foreign language classroom, in which a series of CMIC activities were set up and conducted. The challenges analysed in this paper include the unrealistically high implementation cost, the educational inequality issues created by irreducible gaps in students' socio-economic backgrounds, and the unresolved struggles to develop positive student subjectivities and linguistic identities. In conclusion, the article proposes three instructional principles, drawn in turn from the two closely interrelated theories: multiliteracies pedagogy and critical pedagogy. Fundamentally, the author argues that effective adoption of CMIC activities needs a more pedagogically, socially, and culturally sensitive approach.
Kids, College, and Capital: Parental Financial Support and College Choice;Parents vary in both their willingness and ability to pay for their children's college expenses, yet there is little research on how adolescents' expectations of future financial support from parents affect their college enrollment decisions. Using data from the High School Longitudinal Study, I fill this gap in the literature by examining the predictors of parents' plans to pay for college and estimating the effect of having a parent that plans to pay for college on an adolescent's probability of college attendance. The results suggest that after parents' ability to pay is taken into account, social class remains a strong predictor of whether parents plan to pay for their children's college education. Additionally, parent's plans to pay for college have a measurable impact on children's college enrollment as long as the child is aware of or agrees with the parent's plans. Therefore, it is likely that socioeconomic differences in parents' pledges of financial support to adolescents contribute to postsecondary stratification. The results from this study suggest that policymakers and researchers who are concerned about educational inequality should pay greater attention to the role of parental financial support in structuring children's ability to access college.
Early tracking and socioeconomic inequality in academic achievement: Studying reforms in nine countries;Between-school tracking is high on the agenda of academicresearchers and policy makers, as tracking children early in the school career is believed to enhance socioeconomic inequalities in learning opportunities. Contemporary debates on the relevance of inclusive education in the United States, the Netherlands, Belgium, England and Germany, may learn from changes in educational inequalities that have emerged after past reforms from early tracking to comprehensive systems. I study educational inequalities by socioeconomic background in nine countries, across time. Using a difference-in-difference design and international student assessment data collected among eighth-graders, it is demonstrated that socioeconomic inequalities are more strongly reduced in systems that have transformed their educational system from tracked to comprehensive education than in systems without this reform. Moreover, the reduction of social inequalities was most eminent at the top of the achievement distribution. Among top-performers, socioeconomic inequality was reduced after the reform. Among low-performing students, the reform did little to the level of inequality by social background. Robustness checks showed that especially the reform in England and Wales was influential on the observed reduction of inequalities in mathematics performance.
The transition from lower to upper secondary education as a descent that is caused by upward mobility Results from a biographical longitudinal study;Efforts to break the link between the school type attended and the qualification awarded are seen as an important step towards more permeability and upward mobility of Germany's tracked secondary school system. Results from abiographical longitudinal study, which explored the transition from the low-ability school type Hauptschule to upper secondary education in general and vocational Gymnasium (grammar schools) yet show that from the students' perspective, it is very challenging to take on the transition from lower-level ability to upper-level secondary school types , even though this may be institutionally possible, and desirable from an educational political perspective. For the students, this transition brings along the experience of severe degradation
'Persistence of the social': The role of cognitive ability in mediating the effects of social origins on educational attainment in Britain;"In this paper, we address two research questions on the basis of the series of British birth cohort studies. First, how large is the part played by cognitive ability in mediating the association that exists between individuals' educational attainment and their social origins, and is there evidence of any change in the importance of its mediating role over recent decades? Second, does the importance of its mediating role change over the course of individuals' educational careers? As regards the first question, we find that only around half of the effects of individuals' social origins on their educational attainment is mediated via their cognitive ability, as measured in early life. There has been some fluctuation in the mediation percentage over time, but no sustained increase. Moreover, this is the case in whatever way we measure social origins. As regards the second question, we find that the mediating role of cognitive ability changes little in importance as individuals' educational careers progress, with the possible exception that it declines in the case of an educational threshold relating to upper secondary qualifications. In the light of our results, we call into question the idea that the intergenerational reproduction of educational inequalities is driven overwhelmingly via the intergeneration transmission of cognitive ability; and also claims such as those made by Marks (2014) of 'the decline of the social' in the determination of the educational attainment of children from more or less advantaged families. While the relative importance of different forms of parental resources for children's educational success may be changing somewhat, our findings indicate a strong 'persistence of the social'."
Structural embeddedness of students' professional expectations: the Czech Republic and Taiwan in comparative perspective;We compare the role of gender, socioeconomic background and measured ability on students' secondary school placement and professional expectations in Taiwan and the Czech Republic, two countries that have experienced substantial reforms in their educational systems in the context of political change and economic development. Using data from the international PISA 2006 survey of 15-year-olds, our analysis reveals that Czech academic upper-secondary schools are much more selective in terms of socioeconomic background and gender than comparable Taiwanese senior high schools. Controlling for measured ability and other factors, students' professional expectations are also more closely linked to socioeconomic background and gender in the Czech Republic than in Taiwan.
Multilayered Analyses of the Experiences of Undocumented Latinx College Students;Being the target of constant discrimination and marginalization can often cause intense negative psychological reactions and shame for undocumented students. The following qualitative study describes past and current undocumented Latinx students' experiences of educational inequality in higher education influenced by labels associated with being undocumented. In this study we used a constructivist theoretical perspective which enabled us to focus on undocumented participants' perspectives, experiences, meaning-making processes, values, and beliefs. Data was collected through hour-long, semi-structured interviews with five undocumented students. Student narratives were analyzed using a multi-layered analysis approach: (1) narrative, (2) thematic, and (3) critical incident analysis. Findings for this study provided insight on the narratives of carrying labels, themes associated with various labels, and critical incidents in the narratives and lives of undocumented students. Through our findings, we are able to contribute to existing literature and provide directions for future research.
Educational inequalities Do they affect the relationship between Internet use and economic growth?;This paper examines the impact of Internet use on economic growth and the extent to which educational inequality modulates this impact for a panel data set of 94 countries between 1995 and 2010. We obtain a positive and significant impact of Internet use on economic growth and a negative influence of educational inequality on the Internet's impact on growth. When we disaggregate by income levels, the results indicate that Internet use is positively associated with economic growth for middle- and high-income countries. Educational inequality influences the impact of Internet use on economic growth only for middle- and low-income countries, although with the opposite sign. For middle-income countries, the impact is negative, while the impact is positive for low-income economies. The research provides evidence for the first time about how inequalities in education may limit the positive economic outcomes and benefits derived from the use of information and communication technologies.
Pygmalion in instruction? Tracking, teacher reward structures, and educational inequality;I combine sociological and economic research to test a new theoretical model of the causes and consequences of teacher responses to students' track location. I examine the impact of teacher reward structures on educational inequality by analyzing how grading practices affect students' effort and achievement across tracks. Differences in grading practices determine incentive structures for student behavior and educational investments and thus may be an important mechanism in explaining track effects on academic achievement. I apply student fixed effects models across tracks to the NELS:88 and find that, first, track placement affects achievement, second, although grading practices affect achievement, they only explain a minor part of the track effect, and, third, teacher expectations and perceived class ability level explain the positive track effect for high-track students. These findings suggest that high-track students have higher achievement because their teachers perceive them as better students.
Social origins, relative risk aversion and track choice: A field experiment on the role of information biases;This study develops and tests the hypothesis that information biases concerning the perceived extent of risk of educational options fuel social inequalities in track choice. In particular, it is argued that low-educated families are more concerned than college-educated families with the risks of dropout in the academic track, even when their children perform well at school. Moreover, they overestimate the risks of low occupational outcomes associated with academic diplomas. These information biases enhance their propensity to select vocational tracks, which are perceived as safer options, even when their children have the potential to succeed in the academic path. Survey data from Italy were used to assess these misperceptions and experimental evidence is presented concerning their causal effect on track choices. To correct these misperceptions, we designed a light information intervention, which was nested in a longitudinal survey to assess the impact of this intervention on students' track choices. Both survey and experimental results corroborated our hypothesis that information biases contribute to social inequalities in track choice.
